1;1378;
2;391;
3;285;
4;315;
5;306;
6;311;
7;316;
8;290;
9;295;
10;291;
11;290;
12;290;
13;290;
14;290;
15;291;
16;286;
17;296;
18;291;
19;466;
20;280;
21;281;
22;291;
23;291;
24;286;
25;290;
26;291;
27;366;
28;286;
29;291;
30;286;
31;286;
32;286;
33;290;
34;291;
35;481;
36;286;
37;286;
38;281;
39;291;
40;285;
41;496;
42;385;
43;286;
44;285;
45;291;
46;396;
47;281;
48;281;
49;291;
50;290;
51;376;
52;286;
53;291;
54;356;
55;286;
56;281;
57;286;
58;286;
59;291;
60;286;
61;281;
62;441;
63;285;
64;285;
65;492;
66;286;
67;385;
68;285;
69;276;
70;286;
71;280;
72;291;
73;290;
74;286;
75;275;
76;285;
77;281;
78;281;
79;290;
80;386;
81;276;
82;717;
83;401;
84;406;
85;285;
86;456;
87;291;
88;371;
89;291;
90;286;
91;281;
92;280;
93;280;
94;286;
95;286;
96;296;
97;376;
98;286;
99;291;
100;285;
