"n","tiempo (ns)"
566,33485
567,33593
568,34235
569,33637
570,33547
571,33753
572,33671
573,34031
574,33927
575,34445
576,34075
577,33631
578,34186
579,34238
580,34141
581,34924
582,34891
583,34472
584,35102
585,35083
586,35123
587,35068
588,35180
589,35317
590,34612
591,34723
592,35167
593,34940
594,35009
595,35635
596,35169
597,35487
598,36055
599,35155
600,35448
601,35284
602,36147
603,35886
604,35977
605,35778
606,36154
607,36084
608,36043
609,36209
610,35837
611,36612
612,36085
613,36032
614,36243
615,36574
616,36313
617,36745
618,36532
619,36897
620,36673
621,36411
622,36879
623,37084
624,37216
625,37368
626,37196
627,37271
628,37406
629,37516
630,37175
631,37596
632,37440
633,37590
634,37759
635,37653
636,37261
637,37597
638,37653
639,38016
640,38536
641,37757
642,38208
643,38025
644,38190
645,38540
646,38349
647,38343
648,38178
649,38382
650,38229
651,38667
652,38713
653,38208
654,38639
655,38692
656,38673
657,38653
658,38525
659,38996
660,38873
661,39781
662,39918
663,39134
664,39198
665,39376
666,39248
667,39293
668,39944
669,39817
670,39788
671,39213
672,39698
673,39922
674,39580
675,39346
676,39663
677,40186
678,40159
679,40063
680,40000
681,40185
682,40515
683,40057
684,40745
685,40227
686,41349
687,40337
688,40723
689,41119
690,40698
691,41370
692,40733
693,40812
694,41056
695,40868
696,41180
697,41357
698,41414
699,41458
700,40970
701,41254
702,41308
703,41147
704,41558
705,41809
706,41649
707,42186
708,41513
709,41614
710,41857
711,42820
712,42388
713,42301
714,42604
715,42421
716,42338
717,42768
718,41983
719,42892
720,42016
721,42900
722,42723
723,42288
724,42728
725,43315
726,43196
727,42898
728,42785
729,42931
730,43584
731,43044
732,43262
733,43091
734,43600
735,43187
736,43718
737,43863
738,43539
739,43632
740,43419
741,43874
742,43987
743,43915
744,43753
745,44636
746,44156
747,43556
748,44191
749,44226
750,44351
751,44269
752,44614
753,44521
754,44694
755,44133
756,44338
757,44479
758,44969
759,44845
760,45081
761,45719
762,44722
763,44815
764,45747
765,44797
766,45232
767,45478
768,45608
769,45486
770,45443
771,45891
772,45975
773,45950
774,45731
775,45306
776,45749
777,46091
778,45876
779,46145
780,45840
781,46028
782,45889
783,45931
784,46380
785,45775
786,45752
787,46332
788,46321
789,45997
790,45933
791,46237
792,46387
793,46907
794,46827
795,46797
796,46707
797,47129
798,46436
799,47717
800,47040
801,48774
802,46947
803,47706
804,47622
805,46645
806,47372
807,47914
808,47723
809,48200
810,47641
811,47709
812,47825
813,48666
814,47633
815,47799
816,47606
817,47571
818,47761
819,48394
820,47874
821,48231
822,48197
823,48284
824,48081
825,48688
826,48636
827,48281
828,48588
829,48505
830,49083
831,50008
832,48982
833,48883
834,49139
835,49467
836,48966
837,48482
838,49646
839,49559
840,49565
841,49568
842,49794
843,50015
844,49322
845,50012
846,49670
847,49651
848,49571
849,49692
850,50343
851,49768
852,49918
853,50043
854,50160
855,50107
856,50481
857,49922
858,50704
859,50296
860,50027
861,50742
862,50539
863,50213
864,50638
865,50492
866,50376
867,50931
868,51187
869,50742
870,50718
871,51354
872,50855
873,50814
874,50926
875,51265
876,51371
877,50966
878,51497
879,51871
880,51613
881,51932
882,51791
883,51478
884,51761
885,51754
886,51851
887,51566
888,51781
889,51760
890,51603
891,51755
892,52276
893,52491
894,52463
895,52337
896,53034
897,53069
898,53231
899,52644
900,53556
901,53197
902,52763
903,52687
904,52565
905,52968
906,53698
907,53659
908,53291
909,53474
910,53393
911,53770
912,54461
913,53815
914,54272
915,53484
916,53989
917,54173
918,53597
919,54530
920,54462
921,53833
922,54391
923,54497
924,54385
925,54419
926,54886
927,54157
928,55374
929,54571
930,54823
931,55213
932,55091
933,55238
934,54683
935,56096
936,55282
937,55636
938,56028
939,55724
940,55282
941,55440
942,55580
943,55942
944,55135
945,56131
946,55237
947,55879
948,55928
949,55568
950,56722
951,56273
952,55551
953,56262
954,56464
955,56287
956,56256
957,56387
958,56386
959,56506
960,56595
961,56731
962,56466
963,56656
964,57256
965,56629
966,56798
967,56959
968,56928
969,57466
970,57132
971,57132
972,57246
973,56791
974,57290
975,57459
976,57724
977,57517
978,57763
979,57969
980,57610
981,57636
982,57807
983,57804
984,57651
985,57841
986,58922
987,57945
988,57967
989,58474
990,58330
991,58249
992,59142
993,58333
994,58428
995,58284
996,58283
997,58640
998,59720
999,58332
1000,58951
1001,59283
1002,58813
1003,58635
1004,59474
1005,59187
1006,59665
1007,60076
1008,59649
1009,58891
1010,59185
1011,59043
1012,58989
1013,59603
1014,59593
1015,59493
1016,59671
1017,60106
1018,60143
1019,60167
1020,59803
1021,59973
1022,60564
1023,60290
1024,60664
1025,59909
1026,60287
1027,60046
1028,60295
1029,61038
1030,61241
1031,60252
1032,60132
1033,61345
1034,60956
1035,60599
1036,61288
1037,60679
1038,61163
1039,60589
1040,61157
1041,61432
1042,61153
1043,61014
1044,61370
1045,61577
1046,61560
1047,61526
1048,61112
1049,61424
1050,61265
1051,61795
1052,62195
1053,62070
1054,61564
1055,61493
1056,61858
1057,62223
1058,62494
1059,62635
1060,62046
1061,62298
1062,62452
1063,62390
1064,62400
1065,62250
1066,63262
1067,62970
1068,63123
1069,62704
1070,63033
1071,63107
1072,63081
1073,63862
1074,63606
1075,63121
1076,63135
1077,62961
1078,63005
1079,63786
1080,63346
1081,63092
1082,63352
1083,63959
1084,63694
1085,63803
1086,63770
1087,63830
1088,63727
1089,63794
1090,64140
1091,63627
1092,64327
1093,63951
1094,64650
1095,63874
1096,64780
1097,65006
1098,64369
1099,64278
1100,64899
1101,64895
1102,64583
1103,64582
1104,65059
1105,64960
1106,65188
1107,64870
1108,65533
1109,65206
1110,65510
1111,65412
1112,64964
1113,65424
1114,65296
1115,65741
1116,66082
1117,65908
1118,65861
1119,65671
1120,65948
1121,66062
1122,66163
1123,66106
1124,65421
1125,66144
1126,66168
1127,66243
1128,66010
1129,66012
1130,66402
1131,66289
1132,66142
1133,66266
1134,66634
1135,66948
1136,66549
1137,67019
1138,66600
1139,67232
1140,67330
1141,66834
1142,67494
1143,67096
1144,67722
1145,66923
1146,67828
1147,67203
1148,68055
1149,67173
1150,67314
1151,67725
1152,67523
1153,67979
1154,67621
1155,67873
1156,67922
1157,67970
1158,68417
1159,67548
1160,67781
1161,67896
1162,67879
1163,68678
1164,68810
1165,68374
1166,67840
1167,68391
1168,68492
1169,68929
1170,68919
1171,68065
1172,68561
1173,69380
1174,68457
1175,69010
1176,69104
1177,68857
1178,69180
1179,69632
1180,68654
1181,68744
1182,69768
1183,69155
1184,68833
1185,69697
1186,69602
1187,69739
1188,69805
1189,70037
1190,69866
1191,69160
1192,70370
1193,70110
1194,70101
1195,69782
1196,69544
1197,70118
1198,69968
1199,69746
1200,70836
1201,70324
1202,70395
1203,70520
1204,70867
1205,70002
1206,70845
1207,70319
1208,70748
1209,71265
1210,70560
1211,71139
1212,71205
1213,70828
1214,71384
1215,71514
1216,71531
1217,71017
1218,70887
1219,71035
1220,71452
1221,71380
1222,71280
1223,71669
1224,71568
1225,72174
1226,72160
1227,71807
1228,72453
1229,72371
1230,72852
1231,71858
1232,72218
1233,72263
1234,72502
1235,72564
1236,72586
1237,72549
1238,72434
1239,72938
1240,72605
1241,72529
1242,72243
1243,72363
1244,72786
1245,72696
1246,73188
1247,72826
1248,73237
1249,73465
1250,74082
1251,73583
1252,72723
1253,73533
1254,73397
1255,73640
1256,73526
1257,74789
1258,74474
1259,73744
1260,73681
1261,74447
1262,74224
1263,74326
1264,74879
1265,74871
1266,75130
1267,73908
1268,75106
1269,74821
1270,75330
1271,75079
1272,74809
1273,74868
1274,75017
1275,75789
1276,75125
1277,75574
1278,75242
1279,75742
1280,75195
1281,74895
1282,74883
1283,75837
1284,75332
1285,76121
1286,75846
1287,75293
1288,75597
1289,76456
1290,75602
1291,75601
1292,75807
1293,75962
1294,76327
1295,75659
1296,75919
1297,76049
1298,76461
1299,76468
1300,76069
1301,76609
1302,77119
1303,77322
1304,76383
1305,76787
1306,76733
1307,76475
1308,77196
1309,77175
1310,76660
1311,76804
1312,76946
1313,76315
1314,77179
1315,77713
1316,77453
1317,77873
1318,77543
1319,77420
1320,77370
1321,77722
1322,77320
1323,77747
1324,77869
1325,77484
1326,78418
1327,77892
1328,78327
1329,77802
1330,78380
1331,78084
1332,77991
1333,78142
1334,78720
1335,78138
1336,77925
1337,78288
1338,78767
1339,78152
1340,78477
1341,79255
1342,78571
1343,79182
1344,78527
1345,78675
1346,78812
1347,78808
1348,79500
1349,79718
1350,79532
1351,78991
1352,79110
1353,79918
1354,79272
1355,80047
1356,79934
1357,79311
1358,80332
1359,80507
1360,79367
1361,80214
1362,80012
1363,80660
1364,80074
1365,79952
1366,80160
1367,79776
1368,80248
1369,80055
1370,80417
1371,80245
1372,80251
1373,80368
1374,80553
1375,80859
1376,80070
1377,80137
1378,80860
1379,80217
1380,81072
1381,81062
1382,81832
1383,81139
1384,80913
1385,80863
1386,82464
1387,80677
1388,81916
1389,81154
1390,81515
1391,82313
1392,81741
1393,81919
1394,83145
1395,81587
1396,82139
1397,81850
1398,82532
1399,81645
1400,81735
1401,82280
1402,82063
1403,81647
1404,82598
1405,82558
1406,82063
1407,82475
1408,82480
1409,82535
1410,83328
1411,82924
1412,82284
1413,82695
1414,83416
1415,82991
1416,83290
1417,83236
1418,83127
1419,83481
1420,83573
1421,83276
1422,83663
1423,83753
1424,83353
1425,83760
1426,83727
1427,83834
1428,83761
1429,83927
1430,83917
1431,84429
1432,83754
1433,83445
1434,84094
1435,83591
1436,83739
1437,84072
1438,84140
1439,84716
1440,84572
1441,84422
1442,84421
1443,85028
1444,85179
1445,85019
1446,85104
1447,85132
1448,84986
1449,84477
1450,86021
1451,85358
1452,85252
1453,84816
1454,84842
1455,86830
1456,86033
1457,86246
1458,85657
1459,85848
1460,85954
1461,85774
1462,85249
1463,85364
1464,85662
1465,85168
1466,86439
1467,85939
1468,86710
1469,86315
1470,85896
1471,86400
1472,86541
1473,85978
1474,86653
1475,87317
1476,86116
1477,86278
1478,86004
1479,86821
1480,86340
1481,86577
1482,87089
1483,86978
1484,86982
1485,86840
1486,86781
1487,86633
1488,87833
1489,87114
1490,87404
1491,87886
1492,88073
1493,88219
1494,87519
1495,87595
1496,87417
1497,87894
1498,87596
1499,88128
1500,87781
1501,87729
1502,87972
1503,88364
1504,88246
1505,88547
1506,87940
1507,87657
1508,88039
1509,88231
1510,88674
1511,89317
1512,88565
1513,88772
1514,88049
1515,88810
1516,88872
1517,89198
1518,88676
1519,89184
1520,89050
1521,88249
1522,88856
1523,88784
1524,89629
1525,89525
1526,89337
1527,89966
1528,89439
1529,89216
1530,89305
1531,89480
1532,89259
1533,89158
1534,89758
1535,89651
1536,89679
1537,89390
1538,89583
1539,89850
1540,89834
1541,90567
1542,90196
1543,90296
1544,90185
1545,90555
1546,90782
1547,90320
1548,90882
1549,90585
1550,90274
1551,90770
1552,91292
1553,90878
1554,91117
1555,90948
1556,90689
1557,90981
1558,90404
1559,90680
1560,91398
1561,90524
1562,90922
1563,91626
1564,90998
1565,91631
1566,91781
1567,91696
1568,91720
1569,91114
1570,91416
1571,92055
1572,91631
1573,91457
1574,92011
1575,92004
1576,92008
1577,91502
1578,92642
1579,92219
1580,92187
1581,92406
1582,92382
1583,92080
1584,92065
1585,92760
1586,93204
1587,92325
1588,92160
1589,92410
1590,92290
1591,93235
1592,93301
1593,92729
1594,93782
1595,93299
1596,93340
1597,93421
1598,93696
1599,93275
1600,93854
1601,93320
1602,93833
1603,93395
1604,93383
1605,94359
1606,93715
1607,93640
1608,94625
1609,93717
1610,94522
1611,94209
1612,94331
1613,95233
1614,94279
1615,94274
1616,95114
1617,94369
1618,94577
1619,94704
1620,95771
1621,95239
1622,94527
1623,95831
1624,94837
1625,95420
1626,94762
1627,95141
1628,95756
1629,95223
1630,95480
1631,95234
1632,96269
1633,95739
1634,95791
1635,96214
1636,95775
1637,95476
1638,96298
1639,96394
1640,96478
1641,95759
1642,96275
1643,96089
1644,96249
1645,96750
1646,96617
1647,95885
1648,96686
1649,96800
1650,97344
1651,97202
1652,96559
1653,96325
1654,97389
1655,96950
1656,97113
1657,97830
1658,96491
1659,96819
1660,97425
1661,97296
1662,97555
1663,96999
1664,96951
1665,97026
1666,97619
1667,97289
1668,97257
1669,97403
1670,98346
1671,97425
1672,97831
1673,97465
1674,97865
1675,98083
1676,97715
1677,98707
1678,97525
1679,98958
1680,98571
1681,98106
1682,98116
1683,98804
1684,98242
1685,98768
1686,98245
1687,99087
1688,98424
1689,98692
1690,98647
1691,98524
1692,99150
1693,99222
1694,98585
1695,99335
1696,99344
1697,99126
1698,99669
1699,99247
1700,98922
1701,98986
1702,99697
1703,99631
1704,100226
1705,99958
1706,99665
1707,99617
1708,99474
1709,100401
1710,99476
1711,99992
1712,100451
1713,100011
1714,100779
1715,100215
1716,100492
1717,100172
1718,100335
1719,100187
1720,100651
1721,100145
1722,100425
1723,100604
1724,100729
1725,100916
1726,101379
1727,100917
1728,101150
1729,101021
1730,101682
1731,101303
1732,101313
1733,101488
1734,102360
1735,101702
1736,101753
1737,101543
1738,102208
1739,101838
1740,101354
1741,101779
1742,102143
1743,102252
1744,101909
1745,102236
1746,101493
1747,101323
1748,102299
1749,102575
1750,102761
1751,102295
1752,102479
1753,102784
1754,102604
1755,102814
1756,102380
1757,102886
1758,102436
1759,103351
1760,103179
1761,103694
1762,102956
1763,103445
1764,103172
1765,103360
1766,103921
1767,103209
1768,103183
1769,103476
1770,104092
1771,104378
1772,103604
1773,103495
1774,104419
1775,104491
1776,103625
1777,104549
1778,104027
1779,103811
1780,105120
1781,104174
1782,104131
1783,103441
1784,103940
1785,104446
1786,104888
1787,104539
1788,104424
1789,105412
1790,104651
1791,104132
1792,104292
1793,104458
1794,104650
1795,105807
1796,105062
1797,105119
1798,106012
1799,105036
1800,105477
1801,105214
1802,104797
1803,105376
1804,105450
1805,105435
1806,105884
1807,104973
1808,105039
1809,105688
1810,105868
1811,105899
1812,105608
1813,105789
1814,106411
1815,106065
1816,105777
1817,107105
1818,106168
1819,106037
1820,106754
1821,106162
1822,106926
1823,106325
1824,106421
1825,106416
1826,106983
1827,106860
1828,106610
1829,107154
1830,107133
1831,107075
1832,107983
1833,106973
1834,106293
1835,107259
1836,107102
1837,106882
1838,107379
1839,107082
1840,108101
1841,107898
1842,106840
1843,108568
1844,107914
1845,108090
1846,107673
1847,109409
1848,108733
1849,107994
1850,108078
1851,108355
1852,109086
1853,108185
1854,108209
1855,108295
1856,108411
1857,107953
1858,107404
1859,108675
1860,107855
1861,108628
1862,108737
1863,108963
1864,109579
1865,109074
1866,109043
1867,109305
1868,109132
1869,108758
1870,109305
1871,109772
1872,108432
1873,108395
1874,109425
1875,109731
1876,110007
1877,110239
1878,110075
1879,109134
1880,109743
1881,109990
1882,110139
1883,110512
1884,110073
1885,110119
1886,111342
1887,109932
1888,110073
1889,111031
1890,110071
1891,109962
1892,110441
1893,110314
1894,110090
1895,110723
1896,112131
1897,110810
1898,110873
1899,111424
1900,111418
1901,111586
1902,110734
1903,111262
1904,110711
1905,110976
1906,111964
1907,111532
1908,111687
1909,111108
1910,111407
1911,112139
1912,111121
1913,112157
1914,111741
1915,112066
1916,111591
1917,111485
1918,111717
1919,112354
1920,111895
1921,111826
1922,111442
1923,112385
1924,111869
1925,112823
1926,111925
1927,112024
1928,112916
1929,113165
1930,112988
1931,112671
1932,113155
1933,112824
1934,113788
1935,113177
1936,113448
1937,113492
1938,113287
1939,114255
1940,113430
1941,113278
1942,113891
1943,113717
1944,113773
1945,112956
1946,114689
1947,113615
1948,113882
1949,114790
1950,114251
1951,114487
1952,114321
1953,114592
1954,114901
1955,113877
1956,115315
1957,114905
1958,114725
1959,114293
1960,114691
1961,115187
1962,115987
1963,114476
1964,115488
1965,115124
1966,115222
1967,115471
1968,114968
1969,115776
1970,115017
1971,115405
1972,115697
1973,115899
1974,115205
1975,115708
1976,115450
1977,115523
1978,115481
1979,114984
1980,115522
1981,115827
1982,116081
1983,116599
1984,116828
1985,116693
1986,116199
1987,116311
1988,116419
1989,115887
1990,117425
1991,116469
1992,116627
1993,116946
1994,115971
1995,117426
1996,117350
1997,117261
1998,117140
1999,117334
2000,117517
2001,117241
2002,116712
2003,117071
2004,118049
2005,117069
2006,117393
2007,117118
2008,117301
2009,116829
2010,117997
2011,118011
2012,118159
2013,118124
2014,117570
2015,118220
2016,117812
2017,117869
2018,118318
2019,117282
2020,118646
2021,118738
2022,118639
2023,118132
2024,118805
2025,119413
2026,118883
2027,118874
2028,119156
2029,118082
2030,118518
2031,119242
2032,118875
2033,118071
2034,118970
2035,118915
2036,118754
2037,118760
2038,119000
2039,118852
2040,119250
2041,119822
2042,119448
2043,120000
2044,119257
2045,119998
2046,119668
2047,118667
2048,119393
2049,119631
2050,119670
2051,119840
2052,120302
2053,120145
2054,120416
2055,120314
2056,120043
2057,121925
2058,120923
2059,120457
2060,120284
2061,120446
2062,121127
2063,121039
2064,120942
2065,121331
2066,121521
2067,120937
2068,121544
2069,120874
2070,121255
2071,121125
2072,121471
2073,120941
2074,121057
2075,121823
2076,122591
2077,121363
2078,122261
2079,121590
2080,122034
2081,122380
2082,122237
2083,122394
2084,122034
2085,122227
2086,122562
2087,121913
2088,122368
2089,122429
2090,122275
2091,122167
2092,123010
2093,122063
2094,123749
2095,122153
2096,122918
2097,122225
2098,122845
2099,123466
2100,123365
2101,123126
2102,122369
2103,123194
2104,122883
2105,123416
2106,123959
2107,124928
2108,123363
2109,123125
2110,123480
2111,123611
2112,123884
2113,123694
2114,123245
2115,123841
2116,123544
2117,123059
2118,125314
2119,124555
2120,123923
2121,124218
2122,124140
2123,123625
2124,125220
2125,124090
2126,124363
2127,124836
2128,124481
2129,124486
2130,123997
2131,124721
2132,125484
2133,125664
2134,125085
2135,124647
2136,125951
2137,125649
2138,125163
2139,124758
2140,125088
2141,125353
2142,125988
2143,126362
2144,125502
2145,126593
2146,125840
2147,125888
2148,125242
2149,126943
2150,126383
2151,125750
2152,125067
2153,125809
2154,125979
2155,126312
2156,126663
2157,126397
2158,126413
2159,126532
2160,126565
2161,126397
2162,127163
2163,127003
2164,126235
2165,126743
2166,127247
2167,126874
2168,127106
2169,126777
2170,127496
2171,126974
2172,127053
2173,126618
2174,126934
2175,127388
2176,127123
2177,128208
2178,127605
2179,127536
2180,127568
2181,127582
2182,127295
2183,128108
2184,127864
2185,127847
2186,127914
2187,128422
2188,128311
2189,128508
2190,128084
2191,127972
2192,128412
2193,127854
2194,128340
2195,128560
2196,128779
2197,128218
2198,129517
2199,128129
2200,128514
2201,128422
2202,129147
2203,128168
2204,129073
2205,129374
2206,129561
2207,128714
2208,129377
2209,129526
2210,129457
2211,128692
2212,129487
2213,129745
2214,129249
2215,129817
2216,129351
2217,129611
2218,130418
2219,130379
2220,129544
2221,129654
2222,129096
2223,129645
2224,129555
2225,129858
2226,131071
2227,130464
2228,130546
2229,130457
2230,130817
2231,130838
2232,130432
2233,130757
2234,130763
2235,130528
2236,130605
2237,130173
2238,130631
2239,130093
2240,130256
2241,130489
2242,131188
2243,130996
2244,131281
2245,130663
2246,131347
2247,131395
2248,130999
2249,131428
2250,131489
2251,130650
2252,131368
2253,132634
2254,132048
2255,131868
2256,131981
2257,131841
2258,132476
2259,131521
2260,131391
2261,131599
2262,131865
2263,132160
2264,132789
2265,131778
2266,132358
2267,132850
2268,132341
2269,132518
2270,132512
2271,133042
2272,132535
2273,132793
2274,132692
2275,133193
2276,133566
2277,132932
2278,133680
2279,133019
2280,134030
2281,133919
2282,134271
2283,133605
2284,134066
2285,134086
2286,134957
2287,132937
2288,134438
2289,133877
2290,134154
2291,133006
2292,133982
2293,134776
2294,135388
2295,134828
2296,134305
2297,134805
2298,134178
2299,134414
2300,135504
2301,135072
2302,134885
2303,135429
2304,135723
2305,135588
2306,135686
2307,135311
2308,136525
2309,136492
2310,135855
2311,134738
2312,135253
2313,135853
2314,135703
2315,135626
2316,136623
2317,135855
2318,135422
2319,135433
2320,135762
2321,135865
2322,136229
2323,136841
2324,135621
2325,136055
2326,135824
2327,137656
2328,136716
2329,137082
2330,136142
2331,136068
2332,136874
2333,137303
2334,137422
2335,137484
2336,137690
2337,137075
2338,137030
2339,137476
2340,137102
2341,137878
2342,137579
2343,137700
2344,136886
2345,137884
2346,137614
2347,137145
2348,138341
2349,137838
2350,137631
2351,137768
2352,137237
2353,138113
2354,138471
2355,138424
2356,138464
2357,138668
2358,138812
2359,138630
2360,138671
2361,137565
2362,137979
2363,140189
2364,138788
2365,139195
2366,138663
2367,138992
2368,139335
2369,138550
2370,138370
2371,140155
2372,139444
2373,140060
2374,138593
2375,138544
2376,139827
2377,139343
2378,139347
2379,139894
2380,139217
2381,139777
2382,139551
2383,139398
2384,140042
2385,139707
2386,139462
2387,139460
2388,140373
2389,140205
2390,140256
2391,140923
2392,140076
2393,140094
2394,139999
2395,140149
2396,139683
2397,140533
2398,140515
2399,140161
2400,140482
2401,140171
2402,140353
2403,140231
2404,139842
2405,140606
2406,141817
2407,140893
2408,141119
2409,141936
2410,141202
2411,141138
2412,141498
2413,141063
2414,141306
2415,141637
2416,141887
2417,142395
2418,141373
2419,141505
2420,141512
2421,141761
2422,141536
2423,142209
2424,142729
2425,142593
2426,143218
2427,142090
2428,142434
2429,141684
2430,142854
2431,142054
2432,143059
2433,143136
2434,143340
2435,144865
2436,142514
2437,144576
2438,143188
2439,143759
2440,143406
2441,143349
2442,144201
2443,142211
2444,143121
2445,143396
2446,143662
2447,143749
2448,143976
2449,143479
2450,142971
2451,144154
2452,143432
2453,143503
2454,143915
2455,144180
2456,143561
2457,143851
2458,145414
2459,144120
2460,144182
2461,144025
2462,143818
2463,144336
2464,145233
2465,144119
2466,144709
2467,144577
2468,145472
2469,145000
2470,144671
2471,144947
2472,145003
2473,145263
2474,144459
2475,145626
2476,145470
2477,146067
2478,144813
2479,144924
2480,145821
2481,145099
2482,144466
2483,144935
2484,145782
2485,145351
2486,144756
2487,146221
2488,146091
2489,145511
2490,145893
2491,147923
2492,147227
2493,146382
2494,146377
2495,145862
2496,146355
