"n","tiempo (ns)"
518,105099
519,105081
520,106784
521,108514
522,107256
523,108443
524,109952
525,109335
526,110837
527,110632
528,111599
529,112809
530,114572
531,114630
532,114199
533,115152
534,115961
535,117078
536,116685
537,117904
538,118485
539,119678
540,119418
541,120755
542,121793
543,121739
544,122658
545,122647
546,122881
547,123019
548,123346
549,122772
550,123734
551,123481
552,123377
553,124462
554,124634
555,125270
556,124389
557,124524
558,124811
559,124742
560,125720
561,125517
562,125230
563,125937
564,126132
565,127041
566,127302
567,125735
568,127353
569,126894
570,126905
571,127238
572,127928
573,128062
574,128022
575,128171
576,127897
577,127917
578,128608
579,128704
580,130166
581,130121
582,130000
583,128769
584,129605
585,129792
586,130133
587,130917
588,131607
589,133033
590,131524
591,132411
592,140043
593,133017
594,133155
595,132387
596,134092
597,133332
598,132017
599,134635
600,134288
601,134784
602,134658
603,135120
604,134787
605,135233
606,135471
607,135323
608,135044
609,135657
610,136037
611,136107
612,136970
613,138039
614,137085
615,136652
616,137460
617,137084
618,137502
619,137756
620,138649
621,138216
622,136573
623,139076
624,138328
625,139722
626,138734
627,139580
628,138942
629,140500
630,139889
631,141887
632,149039
633,140662
634,140810
635,140488
636,140655
637,141047
638,140495
639,141168
640,142108
641,141394
642,143364
643,141612
644,142682
645,144096
646,143250
647,144646
648,142633
649,143957
650,144267
651,145963
652,145294
653,145620
654,145164
655,147142
656,145718
657,146022
658,146977
659,146892
660,146981
661,147427
662,148254
663,148047
664,147493
665,149156
666,149024
667,148186
668,148342
669,148830
670,148186
671,150244
672,150322
673,149771
674,150570
675,150209
676,150041
677,152662
678,150233
679,151462
680,151648
681,152413
682,153121
683,152493
684,151973
685,153312
686,152684
687,153083
688,153348
689,152700
690,153581
691,153952
692,153966
693,155390
694,154852
695,155380
696,155684
697,154839
698,156117
699,156284
700,155480
701,157066
702,156208
703,156411
704,156681
705,156943
706,158088
707,157677
708,158098
709,158348
710,158306
711,159045
712,158728
713,160008
714,159025
715,160020
716,159849
717,160142
718,160478
719,161599
720,160014
721,161783
722,161149
723,160426
724,161615
725,162169
726,162847
727,161023
728,162561
729,164023
730,162001
731,162699
732,163752
733,162982
734,164462
735,163296
736,164222
737,163534
738,165191
739,164127
740,165727
741,165145
742,164858
743,165840
744,165198
745,167720
746,166028
747,166756
748,168199
749,167499
750,167036
751,167122
752,166938
753,167382
754,167455
755,168827
756,169157
757,168275
758,169174
759,168899
760,169289
761,169218
762,170704
763,169476
764,170451
765,170051
766,169457
767,169732
768,169032
769,170784
770,170192
771,170992
772,169887
773,172066
774,170917
775,171034
776,172408
777,172605
778,173091
779,172700
780,173309
781,173984
782,173390
783,173647
784,174475
785,174701
786,175220
787,176396
788,174688
789,175421
790,176117
791,175586
792,178000
793,175964
794,177467
795,176291
796,177764
797,177035
798,177198
799,178142
800,177452
801,176960
802,177661
803,178168
804,177909
805,178813
806,178990
807,177830
808,178991
809,179145
810,178725
811,181110
812,180457
813,181794
814,180157
815,180548
816,181232
817,181550
818,181527
819,181172
820,180719
821,181724
822,181523
823,182541
824,183090
825,183000
826,182207
827,182966
828,183204
829,183223
830,184428
831,183499
832,184068
833,184629
834,184898
835,185031
836,184962
837,186033
838,186789
839,187022
840,187271
841,188095
842,188511
843,188829
844,187849
845,188994
846,188749
847,188630
848,189216
849,189494
850,188960
851,190208
852,189506
853,190431
854,190508
855,191662
856,191142
857,191505
858,191593
859,190609
860,191092
861,191874
862,193042
863,191991
864,192852
865,193529
866,193198
867,194146
868,193762
869,194041
870,193886
871,193875
872,194483
873,194160
874,194137
875,195318
876,194453
877,196575
878,195617
879,197185
880,196667
881,195964
882,197033
883,197828
884,197205
885,197914
886,197531
887,197897
888,197957
889,196744
890,198618
891,198503
892,198349
893,197546
894,198871
895,198494
896,199084
897,199400
898,199556
899,199472
900,200195
901,200169
902,200777
903,215114
904,214974
905,215078
906,213870
907,216187
908,215917
909,217343
910,216206
911,217402
912,217850
913,217834
914,218261
915,217998
916,217488
917,218953
918,219013
919,219413
920,219359
921,219644
922,219499
923,220462
924,221021
925,221477
926,220253
927,220269
928,220435
929,220616
930,220631
931,222316
932,221598
933,223210
934,223108
935,222541
936,222356
937,224973
938,223391
939,224757
940,224623
941,224822
942,224108
943,225584
944,223982
945,225205
946,225584
947,224871
948,225934
949,226576
950,225957
951,225946
952,213115
953,211954
954,211977
955,212864
956,213549
957,211121
958,212550
959,212450
960,211743
961,213033
962,213151
963,214134
964,213834
965,214341
966,214307
967,214240
968,216458
969,215371
970,215612
971,214060
972,215987
973,216527
974,215173
975,217311
976,216759
977,216004
978,217116
979,216441
980,218081
981,216681
982,216648
983,217849
984,218634
985,218529
986,218202
987,218147
988,218020
989,218704
990,218425
991,219188
992,219166
993,219035
994,219668
995,218699
996,219892
997,218889
998,219948
999,220985
1000,220631
